program,year,happy,professor,work_setting,work_outfit,analyze,gather_information,prefer,goals,develop,field_interest,team_responsible,start_work,design_something,work_partof,on_project,care_most,eavesdrop,working_with,leader,gender
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Blue prints and design drawings,By analyzing the internal components of the system,Read,One year from now,Physics,Manufacturing,The Robot,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers,Yes,Male
Mechatronics Engineering,3,Yes,"Warren Buffett, Billionaire American Business Men",In an office,Business Casual,Graphs and charts,By talking to the people who use the system,Talk,Five years from now,Technology,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A microchip that is smaller than usual but twice as powerful as before,People,Yes,Male
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Test results,By analyzing the internal components of the system,Talk,Five years from now,Technology,Software Development,The Robot,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Health,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers,Yes,Male
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Blue prints and design drawings,By talking to the people who use the system,Listen,Five years from now,Technology,Software Development,The Robot,Work in a start up,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers,No,Male
Mechatronics Engineering,1,Yes,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Test results,By analyzing the internal components of the system,Listen,One year from now,Technology,Manufacturing,The Automobile,Work in a start up,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A factory that is able to 100% rely on robotics while producing no defected products,Machinery,Yes,Male
Mechatronics Engineering,1,Yes,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Blue prints and design drawings,By analyzing the internal components of the system,Listen,A week from now,Technology,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People,Yes,Male
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Graphs and charts,By talking to the people who use the system,Talk,One year from now,Technology,Software Development,Solar Panels,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers,Yes,Male
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Five years from now,Technology,Software Development,The Robot,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People,Yes,Male
Mechatronics Engineering,1,Yes,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Blue prints and design drawings,By analyzing the internal components of the system,Listen,A week from now,Technology,Software Development,The Robot,Work in a start up,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers,Yes,Male
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Blue prints and design drawings,By analyzing the internal components of the system,Listen,Five years from now,Technology,Software Development,The Robot,Work in a start up,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Computers,Yes,Male
Mechatronics Engineering,1,Yes,"Elon Musk, Founder of Tesla",In an office,Business Casual,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,A week from now,Technology,Manufacturing,The Automobile,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers,Yes,Male
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Graphs and charts,By analyzing the inputs and outputs of the system,Read,Today,Technology,Software Development,The Robot,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,People,No,Female
Mechatronics Engineering,2,Yes,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Graphs and charts,By analyzing the internal components of the system,Listen,A week from now,Physics,Finance,Solar Panels,Work in a start up,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A factory that is able to 100% rely on robotics while producing no defected products,Computers,No,Male
