program,year,happy,professor,work_setting,work_outfit,analyze,gather_information,prefer,goals,develop,field_interest,team_responsible,start_work,design_something,work_partof,on_project,care_most,eavesdrop,working_with,leader,gender
Electrical Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Business Casual,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Five years from now,Technology,Software Development,The Internet,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers,Yes,Male
Electrical Engineering,3,Yes,"Elon Musk, Founder of Tesla",In an office,Extremely Casual,Blue prints and design drawings,By analyzing the design and implementation of the system,Write,A week from now,Technology,Manufacturing,The Robot,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,Computers,No,Female
Electrical Engineering,2,Yes,"Warren Buffett, Billionaire American Business Men",In an office,Formal,Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Five years from now,Math,Finance,The Automobile,Work for a large corporation,I can see function and tangibly touch the parts,Focused team,Know all the requirements for the project at the beginning,Human Rights,A factory that is able to 100% rely on robotics while producing no defected products,People,Yes,Male
Electrical Engineering,3,Yes,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Blue prints and design drawings,By analyzing the design and implementation of the system,Read,Five years from now,Life Science,Research,The Robot,Work in a start up,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A factory that is able to 100% rely on robotics while producing no defected products,Computers,Yes,Male
Electrical Engineering,3,Yes,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Graphs and charts,By talking to the people who use the system,Talk,Today,Life Science,Software Development,The Internet,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A microchip that is smaller than usual but twice as powerful as before,People,Yes,Male
Electrical Engineering,2,Yes,"Elon Musk, Founder of Tesla",In an office,Business Casual,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,One year from now,Technology,Software Development,The Internet,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,People,No,Female
Electrical Engineering,3,Yes,"Elon Musk, Founder of Tesla",In an office,Business Casual,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,One year from now,Math,Software Development,Solar Panels,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,People,Yes,Female
Electrical Engineering,3,Yes,"Warren Buffett, Billionaire American Business Men",In the outdoors,Extremely Casual,Graphs and charts,By talking to the people who use the system,Listen,One year from now,Math,Finance,The Internet,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Focused team,Know all the requirements for the project at the beginning,Human Rights,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Business Processes,No,Male
Environmental Engineering,4,Yes,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Test results,By analyzing the inputs and outputs of the system,Write,Five years from now,Math,Research,The Internet,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Computers,Yes,Female
Environmental Engineering,4,Yes,"Elon Musk, Founder of Tesla",In the outdoors,Extremely Casual,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,A week from now,Technology,Construction,The CN Tower,Work for a small company,I can see function and tangibly touch the parts,Focused team,Continuously change and update requirements as you go,Environment,A microchip that is smaller than usual but twice as powerful as before,Computers,Yes,Female
Environmental Engineering,4,Yes,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Extremely Casual,Graphs and charts,By talking to the people who use the system,Read,A week from now,Technology,Construction,Penicillin,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A microchip that is smaller than usual but twice as powerful as before,People,No,Female
Environmental Engineering,3,Yes,"David Suzuki, Environmental Activist",In the outdoors,Extremely Casual,Graphs and charts,By analyzing the inputs and outputs of the system,Listen,A week from now,Technology,Construction,Solar Panels,Work for a small company,I can see function and tangibly touch the parts,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",People,No,Female
Environmental Engineering,3,Yes,"David Suzuki, Environmental Activist",In a laboratory,Protective Clothing,Test results,By analyzing the inputs and outputs of the system,Write,One year from now,Physics,Research,Solar Panels,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A new way to deal with movement in the Earth surface to protect buildings from earthquakes,Machinery,Yes,I choose not to specify
